Nodes: 34, Radius: 0.2, Seed: 726260, Edges: 57

(5, 6, 8, 9, 10, 11, 15, 16, 23, 24, 27)
(5, 6, 8, 9, 10, 11, 15, 16, 23, 24, 30)
(5, 6, 8, 9, 10, 11, 15, 16, 23, 26, 27)
(5, 6, 8, 9, 10, 11, 15, 16, 23, 26, 30)
(5, 6, 8, 9, 10, 11, 15, 16, 24, 27, 33)
(5, 6, 8, 9, 10, 11, 15, 16, 24, 30, 33)
(5, 6, 8, 9, 10, 11, 15, 16, 26, 27, 33)
(5, 6, 8, 9, 10, 11, 15, 16, 26, 30, 33)
(5, 6, 8, 9, 10, 11, 15, 23, 24, 26, 27)
(5, 6, 8, 9, 10, 11, 15, 23, 24, 26, 30)
(5, 6, 8, 9, 10, 11, 15, 24, 26, 27, 33)
(5, 6, 8, 9, 10, 11, 15, 24, 26, 30, 33)
(5, 6, 8, 9, 10, 11, 16, 19, 23, 24, 27)
(5, 6, 8, 9, 10, 11, 16, 19, 23, 24, 30)
(5, 6, 8, 9, 10, 11, 16, 19, 23, 26, 27)
(5, 6, 8, 9, 10, 11, 16, 19, 23, 26, 30)
(5, 6, 8, 9, 10, 11, 16, 19, 24, 27, 33)
(5, 6, 8, 9, 10, 11, 16, 19, 24, 30, 33)
(5, 6, 8, 9, 10, 11, 16, 19, 26, 27, 33)
(5, 6, 8, 9, 10, 11, 16, 19, 26, 30, 33)
(5, 6, 8, 9, 10, 11, 19, 23, 24, 26, 27)
(5, 6, 8, 9, 10, 11, 19, 23, 24, 26, 30)
(5, 6, 8, 9, 10, 11, 19, 24, 26, 27, 33)
(5, 6, 8, 9, 10, 11, 19, 24, 26, 30, 33)
(5, 6, 8, 9, 10, 15, 16, 23, 24, 27, 32)
(5, 6, 8, 9, 10, 15, 16, 23, 24, 30, 32)
(5, 6, 8, 9, 10, 15, 16, 23, 26, 27, 32)
(5, 6, 8, 9, 10, 15, 16, 23, 26, 30, 32)
(5, 6, 8, 9, 10, 15, 16, 24, 27, 32, 33)
(5, 6, 8, 9, 10, 15, 16, 24, 30, 32, 33)
(5, 6, 8, 9, 10, 15, 16, 26, 27, 32, 33)
(5, 6, 8, 9, 10, 15, 16, 26, 30, 32, 33)
(5, 6, 8, 9, 10, 15, 23, 24, 26, 27, 32)
(5, 6, 8, 9, 10, 15, 23, 24, 26, 30, 32)
(5, 6, 8, 9, 10, 15, 24, 26, 27, 32, 33)
(5, 6, 8, 9, 10, 15, 24, 26, 30, 32, 33)
(5, 6, 8, 9, 10, 16, 19, 23, 24, 27, 32)
(5, 6, 8, 9, 10, 16, 19, 23, 24, 30, 32)
(5, 6, 8, 9, 10, 16, 19, 23, 26, 27, 32)
(5, 6, 8, 9, 10, 16, 19, 23, 26, 30, 32)
(5, 6, 8, 9, 10, 16, 19, 24, 27, 32, 33)
(5, 6, 8, 9, 10, 16, 19, 24, 30, 32, 33)
(5, 6, 8, 9, 10, 16, 19, 26, 27, 32, 33)
